,object_id,events,swing_indicator_from_samples,runs_game_t1,runs_game_t2,game_play,outs_inning,outs_play,count_balls_pa,count_balls_play,strikes_pa,strikes_play,eventId_pitch,pitch_type,pitch_result,pitch_action,pitch_speed_mph,pitch_speed_kph,pitch_speed_mps,pitch_spin_rpm,eventId_hit,hit_speed_mph,hit_speed_kph,hit_speed_mps,hit_spin,stroke_type,stroke_attempt,bat_nearest,bat_hit,bat_first,bat_last,swing_displacement_head_nearest,swing_displacement_handle_nearest,swing_time_nearest,found_nearest_inidicator,hit_inidicator,swing_displacement_head_hit,swing_displacement_handle_hit,swing_time_hit,bat_average_speed_bhit,bat_max_speed_bhit,bat_total_displacement_bhit,bat_max_instantaneous_displacement_bhit,bat_swing_duration_bhit,ball_ahit_flight_time,ball_ahit_height,ball_ahit_range,ball_hit_position,bat_hit_position,relative_distance_from_handle_to_hit,eventId_events,hit_spray_angle,hit_launch_angle,events_type,hit_indicator,events_teamId,events_personId
150,12345636_43242.jsonl,"{'start': {'angle': [171.43883363277817, 15.863683495947788]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 485007791}, 'eventId': '1e57d465-cdbe-46db-af37-3fe6cfca5039'}",SwingRecorded,2,0,0,2,0,1,0,2,0,6ae748fc-6295-4847-a890-4a2fba4b3a44,{},Strike,Foul,94.0,151.0,42.0,2410.0,1e57d465-cdbe-46db-af37-3fe6cfca5039,76.0,122.0,34.0,560.0,{},{},[],"[{'event': 'Hit', 'time': 0.4057485764424903, 'head': {'pos': [0.46371458633248147, 0.9110374674540364, 2.696828523159934]}, 'handle': {'pos': [-2.0321701801330896, 0.8745830182772738, 3.7851704693017005]}}]","[{'event': 'First', 'time': -0.4298331, 'head': {'pos': [-2.7596675181593717, -2.389333007647552, 5.216199645967739]}, 'handle': {'pos': [-2.5474236312549716, 0.10749130181277178, 4.1503296791185855]}}]","[{'event': 'Last', 'time': 0.8099508999999997, 'head': {'pos': [-1.722490526730821, -2.0104586032320744, 3.1413803050383557]}, 'handle': {'pos': [-3.823000509707329, -1.043499693373258, 4.579471457967129]}}]",,,,No,Hit,5.2564121146385085,0.9936081062851477,0.8355816764424904,14.383939476443558,120.51166063284721,5.1059578408106026,0.40166536488927673,0.8331879999999997,,,,[-0.064752    1.03417319  3.12459955],[-0.1354331   0.90228642  2.95808961],0.7599457729561281,1e57d465-cdbe-46db-af37-3fe6cfca5039,171.43883363277817,15.863683495947788,Hit,Hit,90068.0,485007791.0
151,12345636_43028.jsonl,{'eventId': ''},SwingRecorded,6,1,0,2,0,0,0,1,1,4a633082-d629-4bf7-83f5-707a84bf0af6,{},Strike,{},82.0,132.0,37.0,1820.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.448183698500391, 'head': {'pos': [-0.5408927779579175, 2.393865879894217, 2.398165668210028]}, 'handle': {'pos': [1.3468958944438059, 0.6889049377179692, 3.3700813024481793]}}]",[],"[{'event': 'First', 'time': -0.3739928, 'head': {'pos': [2.693872222811551, -0.661459762528964, 6.409230685708819]}, 'handle': {'pos': [1.029216213549925, -1.9812083135271392, 4.705575198517026]}}]","[{'event': 'Last', 'time': 0.8392432, 'head': {'pos': [0.7184764301698495, -4.550863031463185, 4.226833263173221]}, 'handle': {'pos': [2.7135032677437407, -2.7552299532639326, 4.685992986916419]}}]",5.990606143459465,3.0023272807215253,0.822176498500391,Nearest,NoHit,,,,17.03420931601076,125.97447359786663,6.024297901989448,0.41987292050168634,0.8199339999999999,,,,,,,,,,,,,
152,12345636_4248.jsonl,"{'start': {'angle': [-44.813610232752, -1.884003541101039]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 459722179}, 'eventId': 'dae2bf9b-a7ba-42b4-8dbb-6c7a15ef0c14'}",SwingRecorded,5,1,0,2,0,2,0,1,1,0bd23558-cb63-4d7a-872c-e4ce4bf3d889,{},Strike,Foul,77.0,124.0,34.0,2040.0,dae2bf9b-a7ba-42b4-8dbb-6c7a15ef0c14,100.0,160.0,45.0,7420.0,{},{},[],"[{'event': 'Hit', 'time': 0.4807140038779855, 'head': {'pos': [-0.4854294619394332, 2.4716937896916633, 1.6331552496846367]}, 'handle': {'pos': [-2.2881119647866015, 1.3910041051329327, 3.3645429837547236]}}]","[{'event': 'First', 'time': -0.345483, 'head': {'pos': [-3.661820478079104, -1.113324201509332, 6.608040848469805]}, 'handle': {'pos': [-1.7013498667009836, -2.298842969885918, 5.136185516645074]}}]","[{'event': 'Last', 'time': 0.870975, 'head': {'pos': [-1.980747552577976, -2.034718808765665, 4.583968092514934]}, 'handle': {'pos': [-3.8235316870870184, -0.03002075038995266, 4.559673763593618]}}]",,,,No,Hit,6.90588883530916,4.13497018866172,0.8261970038779856,14.089562321023351,137.67233917015827,6.808747973893431,0.45886190645414165,0.8231919999999997,,,,[-0.88093538  2.49671202  2.00291009],[-0.80781608  2.27842632  1.94279171],0.8211628415204643,dae2bf9b-a7ba-42b4-8dbb-6c7a15ef0c14,-44.813610232752,-1.884003541101039,Hit,Hit,90068.0,459722179.0
153,12345636_43192.jsonl,"{'start': {'angle': [44.64750171153974, 56.26282158615108]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 719210239}, 'eventId': 'ebf8d2bf-c33d-4ab4-ab50-cb27adcf27ca'}",SwingRecorded,2,0,0,0,0,1,0,2,0,e60971b4-8e02-4b5e-a78b-fe1bd4c7a9fd,{},Strike,Foul,88.0,141.0,39.0,2020.0,ebf8d2bf-c33d-4ab4-ab50-cb27adcf27ca,66.0,106.0,29.0,3650.0,{},{},[],"[{'event': 'Hit', 'time': 0.4276175159777424, 'head': {'pos': [0.5546134760754686, 1.4556740448939443, 1.647119536933342]}, 'handle': {'pos': [-1.8025986448191913, 1.2295569783406404, 2.9916194348105996]}}]","[{'event': 'First', 'time': -0.4049405, 'head': {'pos': [-3.418499343384062, -1.5910701650903205, 6.146969901324734]}, 'handle': {'pos': [-1.9317909910425046, -1.6999710521098024, 3.8681331897643054]}}]","[{'event': 'Last', 'time': 0.8281945, 'head': {'pos': [-3.531068493315965, -0.7829372735783995, 5.260944595849334]}, 'handle': {'pos': [-3.8331572701213346, 1.489447418548254, 3.791159554427283]}}]",,,,No,Hit,6.731784983133347,3.0605720880483402,0.8325580159777424,12.346096278136908,127.66088855512409,6.550549610488018,0.4253660806657162,0.829866,,,,[0.5295317  1.78384628 1.94500078],[0.43209388 1.44392128 1.71700191],0.948023517150147,ebf8d2bf-c33d-4ab4-ab50-cb27adcf27ca,44.64750171153974,56.26282158615108,Hit,Hit,63813.0,719210239.0
158,12345636_44567.jsonl,{'eventId': ''},SwingRecorded,5,0,0,0,0,1,0,0,1,7bb031cb-0a6b-478a-9488-a3f4f572fac6,{},Strike,{},77.0,123.0,34.0,2040.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4681728983871856, 'head': {'pos': [-0.397463348679324, 3.8818944729763283, 2.2528293622663127]}, 'handle': {'pos': [-2.096390449124492, 1.877011238789277, 2.9665154352143377]}}]",[],"[{'event': 'First', 'time': -0.3396746, 'head': {'pos': [-3.1650002909111254, -0.4614010250681439, 6.909412007161522]}, 'handle': {'pos': [-1.6817297346277476, -2.191708102799623, 5.419041664029831]}}]","[{'event': 'Last', 'time': 0.8469034, 'head': {'pos': [0.1691165299550532, -3.7875966496166433, 3.625086093377445]}, 'handle': {'pos': [-2.3138271646357853, -2.748823538462648, 4.038848004512789]}}]",6.943143267907583,4.768784487874715,0.8078474983871856,Nearest,NoHit,,,,16.71102011416109,146.6607797150719,6.943148150926135,0.48882037879035534,0.806608,,,,,,,,,,,,,
159,12345636_44311.jsonl,{'eventId': ''},SwingRecorded,1,0,0,0,1,0,0,2,1,91bcf1eb-6b47-4bbf-9cf0-22f36cbbf724,{},Strike,{},83.0,133.0,37.0,2370.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4329414937869835, 'head': {'pos': [-0.31702395086640867, 3.2726190947836784, 2.3311690885754044]}, 'handle': {'pos': [-1.9393907407761724, 1.330287224847981, 3.336420694941349]}}]",[],"[{'event': 'First', 'time': -0.378671, 'head': {'pos': [-3.382554968803766, -0.2465435433200425, 6.303765475638595]}, 'handle': {'pos': [-1.674460327545547, -2.148436602878749, 5.365430049163229]}}]","[{'event': 'Last', 'time': 0.8078099999999997, 'head': {'pos': [-4.684599885902404, 1.3678857635154809, 7.227149936064198]}, 'handle': {'pos': [-3.9351535751444255, 1.0646331809863472, 4.626837265527828]}}]",6.128907582095581,4.035912109172863,0.8116124937869835,Nearest,NoHit,,,,15.393639872875141,107.95391382357015,6.149514711064103,0.3598103947739626,0.809873,,,,,,,,,,,,,
160,12345636_4380.jsonl,{'eventId': ''},SwingRecorded,1,0,0,0,1,3,0,2,1,6334a42f-21fd-481c-8413-54dca8655655,{},Strike,{},83.0,134.0,37.0,2210.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4649859698925686, 'head': {'pos': [0.3595126027944948, -0.5338676852770826, 2.9014379798367456]}, 'handle': {'pos': [-1.552174364209352, 1.1152776458996814, 3.921747003082567]}}]",[],"[{'event': 'First', 'time': -0.3651029, 'head': {'pos': [-3.369642616744138, -0.814925837517097, 5.900938669578197]}, 'handle': {'pos': [-1.131917746574225, -1.4565651965093092, 4.488088987380392]}}]","[{'event': 'Last', 'time': 0.8481351, 'head': {'pos': [-0.9739674192115934, -1.3085880047953051, 3.898753971171443]}, 'handle': {'pos': [-3.4849533523317557, -1.2855608423832139, 4.952166178968201]}}]",4.7940167630195285,2.666783544627286,0.8300888698925686,Nearest,NoHit,,,,12.466705323139832,105.34348106798988,4.786907778924624,0.35110982239961347,0.8299350000000001,,,,,,,,,,,,,
161,12345636_43589.jsonl,{'eventId': ''},SwingRecorded,5,0,0,2,1,2,0,2,1,395c6d1b-0d67-49ba-b113-da889ed72576,{},Strike,{},78.0,125.0,35.0,2040.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.5017180604672828, 'head': {'pos': [0.8152874146268161, 0.12477315773030756, 2.157357935390511]}, 'handle': {'pos': [-1.1955510346460405, 1.5984115404852857, 3.2528836237559435]}}]",[],"[{'event': 'First', 'time': -0.3479265, 'head': {'pos': [-3.8636800034600483, -0.4585884092597624, 5.632833511369756]}, 'handle': {'pos': [-1.7653186699360475, -1.6758672257892195, 4.395752316430899]}}]","[{'event': 'Last', 'time': 0.9153085, 'head': {'pos': [-3.454938776311186, -1.5481623485644294, 5.307603855174331]}, 'handle': {'pos': [-3.3352144310371385, 0.991471068154993, 4.332316166386011]}}]",5.857642639884055,3.5144964712169826,0.8496445604672829,Nearest,NoHit,,,,12.443776623059389,92.3366948978113,5.727400405983031,0.30775820409440785,0.846601,,,,,,,,,,,,,
163,12345636_44836.jsonl,"{'start': {'angle': [-71.29496846863914, -44.42705368401244]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 174158975}, 'eventId': 'e8ddcfb8-18ce-40d6-8a93-d54ec104bb3e'}",SwingRecorded,5,1,0,1,0,0,0,1,1,1e8517cb-6c19-457b-9fe0-4978c7fcd1d4,{},Strike,Foul,81.0,131.0,36.0,2530.0,e8ddcfb8-18ce-40d6-8a93-d54ec104bb3e,66.0,106.0,30.0,4160.0,{},{},[],"[{'event': 'Hit', 'time': 0.468770951851128, 'head': {'pos': [-0.26787570390311655, 0.589634747613056, 1.8997942139207162]}, 'handle': {'pos': [-2.2592808203908215, 0.07684281824121873, 3.684901489484016]}}]","[{'event': 'First', 'time': -0.3716842, 'head': {'pos': [-3.409347267274666, -1.669090951536216, 6.590110236983138]}, 'handle': {'pos': [-1.6796820706425717, -2.985074876797929, 4.949469355472575]}}]","[{'event': 'Last', 'time': 0.8782148, 'head': {'pos': [-0.9682374191724568, -1.0695077442065908, 2.6175667086268124]}, 'handle': {'pos': [-2.974874156990002, -1.8713588037034654, 4.2745826309691495]}}]",,,,No,Hit,6.080275467745318,3.36309479045632,0.8404551518511281,12.795046526373623,141.471601680357,6.0643392519929975,0.47152484840062636,0.839932,,,,[-0.41722461  0.76953202  1.95774854],[-0.3507569   0.56829263  1.97408941],0.958380544462586,e8ddcfb8-18ce-40d6-8a93-d54ec104bb3e,-71.29496846863914,-44.42705368401244,Hit,Hit,63813.0,174158975.0
164,12345636_45768.jsonl,{'eventId': ''},SwingRecorded,2,0,0,0,0,1,0,1,1,3f680f34-0408-477d-9021-078eb1fc1c94,{},Strike,Foul,94.0,152.0,42.0,2120.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4064574455257884, 'head': {'pos': [1.1571116269154271, 0.7651449181655054, 3.331477499858098]}, 'handle': {'pos': [-1.2309266893758095, 0.7811130119681843, 4.640017107961938]}}]",[],"[{'event': 'First', 'time': -0.4333681, 'head': {'pos': [-3.6457295503697913, -1.0139331355663292, 6.252870820438212]}, 'handle': {'pos': [-1.5011425859628231, -2.038518963507473, 4.923875515950949]}}]","[{'event': 'Last', 'time': 0.8132008999999997, 'head': {'pos': [-3.0250991149622903, -1.9610301930195244, 6.897843505795962]}, 'handle': {'pos': [-3.147818417662424, 0.284832051402892, 5.362818868243188]}}]",5.896349805517548,2.8467379056876903,0.8398255455257884,Nearest,NoHit,,,,10.357324816814563,123.74558936707388,5.812640975298804,0.412444049360461,0.8366009999999999,,,,,,,,,,,,,
167,12345636_44613.jsonl,{'eventId': ''},SwingRecorded,1,0,0,0,0,1,0,0,0,bd054078-84b1-498d-b7b1-858b02a244a4,{},HitIntoPlay,{},84.0,136.0,38.0,2230.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4507970108876207, 'head': {'pos': [0.9050141580803401, 0.2981787316154562, 2.5134113186885263]}, 'handle': {'pos': [-1.4703395353259983, 0.6072714341522965, 3.8085616646061995]}}]",[],"[{'event': 'First', 'time': -0.3901195, 'head': {'pos': [-3.120016612870161, -1.7095258459014555, 6.709303464865154]}, 'handle': {'pos': [-1.547593537512682, -3.066548765000914, 4.948271848115061]}}]","[{'event': 'Last', 'time': 0.8696745, 'head': {'pos': [-1.5220040961977042, -1.5121887061295511, 2.977283883266238]}, 'handle': {'pos': [-3.507182854562015, -0.10159597482692329, 4.195705538444219]}}]",6.151199986996638,3.84731885070029,0.8409165108876206,Nearest,NoHit,,,,12.573424689054999,123.33491610148505,6.091731087469405,0.41107527536624655,0.8398589999999997,,,,,,,,,,,,,
168,12345636_4559.jsonl,{'eventId': ''},SwingRecorded,6,2,0,0,0,1,0,1,1,31431c04-8289-43bb-9b31-87e372735c42,{},Strike,{},94.0,151.0,42.0,2240.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4068514037276584, 'head': {'pos': [0.2771737853549323, 0.9300567383605854, 2.835107470415787]}, 'handle': {'pos': [-2.2544527286018616, 1.2429721884734288, 3.7881074709315143]}}]",[],"[{'event': 'First', 'time': -0.4324071, 'head': {'pos': [-4.172650156305645, -0.40171291127480113, 5.433044493226843]}, 'handle': {'pos': [-1.895097078718784, -1.411628793860939, 4.333917669358822]}}]","[{'event': 'Last', 'time': 0.8107159, 'head': {'pos': [-1.3088512278405842, -1.6228518177991942, 2.7476797235941257]}, 'handle': {'pos': [-3.7105869709161934, -1.1220546294244986, 3.929257263419752]}}]",5.322012804001697,2.7338528912911055,0.8392585037276583,Nearest,NoHit,,,,11.278651297722112,120.51835059820858,5.239328048962868,0.40156714419326467,0.836525,,,,,,,,,,,,,
170,12345636_45530.jsonl,{'eventId': ''},SwingRecorded,3,0,0,0,0,0,1,1,0,c82393ef-1515-4ca4-98e4-030cf24073b4,{},Ball,Called,94.0,152.0,42.0,2220.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4150511446618463, 'head': {'pos': [-3.1395311429844086, -0.9159073353079823, 5.32872497736716]}, 'handle': {'pos': [-0.6717450573004318, -1.2672067195357766, 4.232422800037818]}}]",[],"[{'event': 'First', 'time': -0.3331558, 'head': {'pos': [-3.2086585837888673, -1.0986511812166428, 6.160952627214472]}, 'handle': {'pos': [-1.1316730486849724, -2.100325823829808, 4.712492450548816]}}]","[{'event': 'Last', 'time': 0.9634062, 'head': {'pos': [-0.5472583506424855, 1.5606258688174601, 1.3318166585686155]}, 'handle': {'pos': [-3.2190758525622813, 1.931288415321532, 1.7049900755284884]}}]",0.8548548282954499,1.0658743211750903,0.7482069446618462,Nearest,NoHit,,,,6.8333927631609095,12.739232055300276,0.8479126868575052,0.04245986044031055,0.746606,,,,,,,,,,,,,
172,12345636_45790.jsonl,{'eventId': ''},SwingRecorded,5,0,0,1,0,1,0,1,1,89107ecc-b34f-4d7d-a1fc-ecee16e2ad19,{},Strike,Foul,91.0,147.0,41.0,2280.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.417717326315188, 'head': {'pos': [0.3979682037237055, 0.6563366211501853, 1.76244310067484]}, 'handle': {'pos': [-1.881217702424049, 0.997005062793135, 3.213137590964691]}}]",[],"[{'event': 'First', 'time': -0.419666, 'head': {'pos': [-3.362175038665791, 0.12738748570400815, 6.400147143520846]}, 'handle': {'pos': [-1.7530481846902504, -1.8994111964779052, 5.552765437445145]}}]","[{'event': 'Last', 'time': 0.8234659999999996, 'head': {'pos': [-1.9651382223913154, -2.2550112313733264, 5.118450195656172]}, 'handle': {'pos': [-3.726944149421276, -0.20409024281223095, 4.794380974295972]}}]",5.993893824569038,3.725521846972921,0.837383326315188,Nearest,NoHit,,,,11.863584454352694,126.64809583948926,5.978770042185491,0.42211810343301454,0.8365309999999999,,,,,,,,,,,,,
173,12345636_45846.jsonl,{'eventId': ''},SwingRecorded,5,0,0,0,0,0,0,1,1,826a24a8-86bd-4cd1-afd1-1fab524a4f78,{},Strike,Foul,76.0,122.0,34.0,2130.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.488688701798153, 'head': {'pos': [0.09108158863655964, 2.6882768852389707, 1.7355259138366]}, 'handle': {'pos': [-1.9147952020973769, 1.381561741403679, 3.0332977425252046]}}]",[],"[{'event': 'First', 'time': -0.3348131, 'head': {'pos': [-2.9633239817842876, -0.9791825970647149, 6.819744700162618]}, 'handle': {'pos': [-1.4745851906154315, -2.144286312993455, 4.859783468691581]}}]","[{'event': 'Last', 'time': 0.8783278999999997, 'head': {'pos': [-0.6424424916894352, -2.1636704756372684, 4.41550761769542]}, 'handle': {'pos': [-2.976245499347376, -0.7920457370892832, 4.120097759834773]}}]",6.973444852451872,3.9951770254638905,0.823501801798153,Nearest,NoHit,,,,14.549069575154235,137.2424083579998,6.97276333062676,0.45742894705724035,0.8232029999999998,,,,,,,,,,,,,
174,12345636_46674.jsonl,"{'start': {'angle': [-92.33979855384541, -52.83215361827021]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 805688901}, 'eventId': '6b2e4088-1665-47a8-9289-9f4c1d094ed6'}",SwingRecorded,6,1,0,1,0,0,0,0,1,0c0645a2-5587-4977-9b0d-cf9bb3ad9318,{},Strike,Foul,81.0,130.0,36.0,2490.0,6b2e4088-1665-47a8-9289-9f4c1d094ed6,60.0,97.0,27.0,4390.0,{},{},[],"[{'event': 'Hit', 'time': 0.4561057978318835, 'head': {'pos': [0.46807801978237584, 2.076349658464966, 2.426430346610403]}, 'handle': {'pos': [-1.8399733343912097, 1.157557592068285, 3.54176795078921]}}]","[{'event': 'First', 'time': -0.372265, 'head': {'pos': [-3.217321817155945, -1.1828797902162704, 6.296714703874378]}, 'handle': {'pos': [-1.3122452062881538, -2.2408137616497976, 4.663706221078682]}}]","[{'event': 'Last', 'time': 0.847648, 'head': {'pos': [-1.8613651261434676, -0.9126387417886759, 3.8302561169983766]}, 'handle': {'pos': [-4.17729938121154, 0.13595359924752562, 4.806043242653271]}}]",,,,No,Hit,6.259700437188525,3.6174812117415285,0.8283707978318835,15.680501663524065,115.42486123911145,6.210277892396368,0.38471106250996195,0.8266070000000001,,,,[0.4316053  2.27815931 2.45385581],[0.49006881 2.08510378 2.41580357],1.009527860826626,6b2e4088-1665-47a8-9289-9f4c1d094ed6,-92.33979855384541,-52.83215361827021,Hit,Hit,63813.0,805688901.0
175,12345636_46435.jsonl,{'eventId': ''},SwingRecorded,2,0,0,1,0,2,0,0,1,ff65ce32-266d-46a1-b568-61e5e4ecb581,{},Strike,Foul,93.0,150.0,42.0,2390.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.404945052728224, 'head': {'pos': [-0.5282970244768945, 1.4372822115282988, 2.198685533153125]}, 'handle': {'pos': [1.8892891915701904, 1.4306339502990286, 3.451877687083675]}}]",[],"[{'event': 'First', 'time': -0.4323738000000002, 'head': {'pos': [3.8026877329799764, 0.4736219762939212, 6.704565429186269]}, 'handle': {'pos': [2.0625897462893468, -1.061812478286941, 5.279869700803358]}}]","[{'event': 'Last', 'time': 0.8042012, 'head': {'pos': [1.7263630282800513, -1.9569810357967812, 3.4539016454513116]}, 'handle': {'pos': [4.038819684031116, -0.9270806884743125, 4.457449041406772]}}]",6.323687504595036,3.0957837592215425,0.8373188527282243,Nearest,NoHit,,,,14.273466342935452,141.99818019615037,6.3186834767006514,0.4734219327739658,0.8366050000000003,,,,,,,,,,,,,
176,12345636_4677.jsonl,"{'start': {'angle': [-168.35870911956607, -40.63588873013722]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 485007791}, 'eventId': '8061b917-efc9-4c13-9170-26c953beb7cf'}",SwingRecorded,2,0,0,2,0,1,0,2,0,49de4a67-b3d3-45a0-9873-e2fcddf52b0d,{},Strike,Foul,82.0,132.0,37.0,2370.0,8061b917-efc9-4c13-9170-26c953beb7cf,55.0,89.0,25.0,3250.0,{},{},[],"[{'event': 'Hit', 'time': 0.4550947899940596, 'head': {'pos': [1.004126557362395, 1.7756624873964273, 2.7665954270616187]}, 'handle': {'pos': [-1.60121236050955, 1.4092834392363809, 3.468901202463266]}}]","[{'event': 'First', 'time': -0.3776205, 'head': {'pos': [-4.147579901956065, -0.9470605362141695, 4.604313689735905]}, 'handle': {'pos': [-1.4315302444959568, -1.129226307354779, 4.5325656855343714]}}]","[{'event': 'Last', 'time': 0.8522815, 'head': {'pos': [-1.469976220298186, -1.1058531049228961, 3.4864192742417766]}, 'handle': {'pos': [-3.976179685903473, -0.3943598581554989, 4.278870808951481]}}]",,,,No,Hit,6.10986976287133,2.757572462616366,0.8327152899940596,12.876495829142344,143.3497897719512,5.959818978094671,0.4779281990996858,0.829934,,,,[0.54500074 2.38847656 2.36692585],[0.76135682 1.74152269 2.83203743],0.9068183646313845,8061b917-efc9-4c13-9170-26c953beb7cf,-168.35870911956607,-40.63588873013722,Hit,Hit,90068.0,485007791.0
178,12345636_46183.jsonl,{'eventId': ''},SwingRecorded,2,0,0,0,0,0,0,0,1,fce694da-8d82-4a69-a7e8-994ebf2b881b,{},Strike,Foul,80.0,129.0,36.0,2360.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4590121981183403, 'head': {'pos': [0.6106948551334087, 2.712541688906994, 3.0110884216672096]}, 'handle': {'pos': [-1.8730187651452392, 1.7329100255540328, 3.5465754361409245]}}]",[],"[{'event': 'First', 'time': -0.3658463, 'head': {'pos': [-3.454902501141168, -0.33021095282397406, 6.9634122854358385]}, 'handle': {'pos': [-1.8420564815236038, -1.9314172970783476, 5.463371003939008]}}]","[{'event': 'Last', 'time': 0.8440587, 'head': {'pos': [-1.294527690151279, -4.56506967024195, 3.532466173957147]}, 'handle': {'pos': [-3.286096732310874, -2.7864057842404972, 4.066568614521737]}}]",6.434927305434195,4.135499805238496,0.8248584981183403,Nearest,NoHit,,,,15.104960991484376,132.72344238103588,6.406828219018503,0.4423672334559966,0.8232679999999997,,,,,,,,,,,,,
182,12345636_46490.jsonl,"{'start': {'angle': [121.53165007139893, 8.38072633335572]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 485007791}, 'eventId': 'e63ac0b3-6cb5-46d7-8f24-ea1e4d0cd4a3'}",SwingRecorded,2,0,0,2,0,0,0,0,1,c59a8013-305a-4e0b-b3f9-97ebfadf9cb1,{},Strike,Foul,81.0,130.0,36.0,2420.0,e63ac0b3-6cb5-46d7-8f24-ea1e4d0cd4a3,33.0,53.0,15.0,4380.0,{},{},[],"[{'event': 'Hit', 'time': 0.454931398098689, 'head': {'pos': [-0.10871798079486134, 2.412004633221596, 1.7376839422651567]}, 'handle': {'pos': [-2.284301304621619, 1.5648046973629897, 3.1392357093574104]}}]","[{'event': 'First', 'time': -0.3678329, 'head': {'pos': [-2.0874951340316246, -1.9294839101800765, 5.785013390745975]}, 'handle': {'pos': [-1.275698666159332, -0.2789370152919227, 3.777044434662124]}}]","[{'event': 'Last', 'time': 0.7553191, 'head': {'pos': [0.596789261531192, 2.6291602126327898, 0.5430477502365978]}, 'handle': {'pos': [-1.4602561593713226, 2.2555617902488136, 2.2878245959127224]}}]",,,,No,Hit,6.256593119198323,2.196238319347785,0.822764298098689,9.73651161996678,25.216532910217687,6.226460045533523,0.08404670418975492,0.819867,,,,[-0.02947443  2.58847006  1.81534475],[-0.04620865  2.43634657  1.69741425],1.0287322171704916,e63ac0b3-6cb5-46d7-8f24-ea1e4d0cd4a3,121.53165007139893,8.38072633335572,Hit,Hit,90068.0,485007791.0
